
2021 Enero,2020 Diciembre,2020 Noviembre,2020 Octubre,2020 Septiembre,2020 Agosto,2020 Julio,2020 Junio,2020 Mayo,2020 Abril,2020 Marzo,2020 Febrero,2020 Enero
"93,7","90,4","93,4","88,7","86,7","91,3","87,3","72,7",..,..,"97,4","97,9","96,9"
